"time_value","geo_type","geo_value","rsv_pct_positive","flu_pct_positive","sarscov2_pct_positive","Season"
"2024-02-24","nation","ca",4.78,11.18,7.49,"2023-2024"
"2024-02-24","province","bc",5.57,7.62,12.45,"2023-2024"
"2024-02-24","province","on",1.14,8.72,6.82,"2023-2024"
"2024-03-30","province","bc",1.83,6.22,9.25,"2023-2024"
"2023-09-16","region","atlantic",0.25,0.08,18.62,"2023-2024"
"2024-03-30","region","prairies",2.2,11.8,4.98,"2023-2024"
"2024-03-30","region","atlantic",3.14,11.07,6.85,"2023-2024"
"2023-09-16","region","prairies",0.38,0.44,12.12,"2023-2024"
"2024-03-30","province","qc",3.78,10.16,2.69,"2023-2024"
"2024-03-30","province","on",0.58,5.73,4.28,"2023-2024"
"2023-09-09","region","atlantic",0.57,0,20.2,"2023-2024"
"2023-09-16","region","territories",1.09,0,10.07,"2023-2024"
"2024-04-20","province","qc",2.51,8.03,2.39,"2023-2024"
"2024-03-30","nation","ca",2.32,9.31,4.85,"2023-2024"
"2024-04-27","region","prairies",1.26,6.9,5.27,"2023-2024"
"2024-03-23","region","territories",7.69,22.7,5.25,"2023-2024"
"2023-09-23","nation","ca",1.15,0.53,18.6,"2023-2024"
"2024-04-20","region","atlantic",1.74,7.16,6.5,"2023-2024"
"2024-03-23","region","prairies",2.94,10.8,6.15,"2023-2024"
"2024-03-23","region","atlantic",3.53,10.88,7.74,"2023-2024"
"2023-09-23","province","bc",0.51,1.47,22.59,"2023-2024"
"2024-03-23","province","qc",3.33,9.36,2.25,"2023-2024"
"2024-04-20","region","prairies",1.56,6.75,5.22,"2023-2024"
"2024-03-23","province","on",0.49,6.69,4.26,"2023-2024"
"2024-03-30","region","territories",10.96,24.13,7.35,"2023-2024"
"2024-04-06","nation","ca",2.08,9.04,4.72,"2023-2024"
"2024-04-06","province","bc",2.02,5.27,10.54,"2023-2024"
"2024-04-20","province","on",0.67,3.93,4.61,"2023-2024"
"2024-04-13","region","prairies",1.99,8.59,5.33,"2023-2024"
"2023-09-09","region","territories",0,0,17.05,"2023-2024"
"2024-04-20","nation","ca",1.68,6.32,4.81,"2023-2024"
"2024-04-13","region","atlantic",2.06,7.78,6.38,"2023-2024"
"2024-04-13","province","qc",2.57,9.94,2.29,"2023-2024"
"2024-04-13","province","on",0.64,5.17,5.18,"2023-2024"
"2023-09-16","nation","ca",0.82,0.51,16.49,"2023-2024"
"2023-09-09","region","prairies",0.18,0.42,11.9,"2023-2024"
"2024-04-13","province","bc",1.26,4.32,9.24,"2023-2024"
"2024-04-13","nation","ca",1.79,7.82,4.91,"2023-2024"
"2023-09-16","province","bc",0.41,1.33,20.64,"2023-2024"
"2024-04-06","region","territories",8.6,21.26,5.13,"2023-2024"
"2024-04-20","province","bc",1.67,4.54,9.02,"2023-2024"
"2024-04-06","region","prairies",2.04,10.72,4.43,"2023-2024"
"2024-04-06","region","atlantic",2.76,9.64,6.01,"2023-2024"
"2023-09-16","province","on",1.01,0.29,15.66,"2023-2024"
"2024-04-06","province","qc",3.07,10.69,2.38,"2023-2024"
"2024-04-06","province","on",0.69,6.13,4.63,"2023-2024"
"2023-09-16","province","qc",1.67,0.48,18.11,"2023-2024"
"2024-03-23","province","bc",2.81,7.54,9.8,"2023-2024"
"2023-09-23","province","on",1.43,0.26,18.38,"2023-2024"
"2024-03-23","nation","ca",2.49,9.12,5.17,"2023-2024"
"2024-03-09","nation","ca",3.64,10.67,6.24,"2023-2024"
"2023-09-30","province","bc",0.56,1.42,23.59,"2023-2024"
"2024-03-02","region","prairies",4.35,7.39,8.42,"2023-2024"
"2024-03-02","region","atlantic",6.42,11.26,7.02,"2023-2024"
"2024-03-02","province","qc",3.99,15.2,4.88,"2023-2024"
"2023-09-09","province","on",0.88,0.4,15.46,"2023-2024"
"2024-04-27","province","on",0.64,2.92,5.46,"2023-2024"
"2023-09-30","province","on",1.42,0.48,17.86,"2023-2024"
"2024-03-02","province","on",1.23,8.62,6.21,"2023-2024"
"2024-03-02","province","bc",4.32,7.21,11.76,"2023-2024"
"2023-09-30","province","qc",2.38,0.29,21.3,"2023-2024"
"2024-04-27","province","qc",2.6,7.28,3.55,"2023-2024"
"2024-03-02","nation","ca",3.79,10.75,7.03,"2023-2024"
"2024-02-24","region","territories",29.41,10.1,10.25,"2023-2024"
"2024-02-24","region","prairies",6.83,6.72,8.66,"2023-2024"
"2023-09-30","region","atlantic",0.79,0.21,22.65,"2023-2024"
"2024-04-27","region","atlantic",1.13,5.36,7.53,"2023-2024"
"2024-02-24","region","atlantic",7.18,10.29,8.23,"2023-2024"
"2024-02-24","province","qc",4.55,16.85,5.1,"2023-2024"
"2023-09-30","region","prairies",0.43,0.59,15.65,"2023-2024"
"2024-03-02","region","territories",26.51,15.66,6.45,"2023-2024"
"2024-03-09","province","bc",3.96,7.14,12.31,"2023-2024"
"2024-04-20","region","territories",8.9,7.33,5.56,"2023-2024"
"2023-09-30","nation","ca",1.14,0.6,19.59,"2023-2024"
"2024-03-16","region","territories",21.05,9.21,7.51,"2023-2024"
"2024-03-16","region","prairies",3.43,9.61,7.36,"2023-2024"
"2023-09-23","province","qc",2.27,0.3,20.48,"2023-2024"
"2024-03-16","region","atlantic",5.13,10.98,6.9,"2023-2024"
"2024-03-16","province","qc",3.58,11.68,3.03,"2023-2024"
"2023-09-09","province","qc",1.64,0.22,17.37,"2023-2024"
"2023-09-23","region","atlantic",1.3,0.07,18.38,"2023-2024"
"2024-03-16","province","on",0.88,7.74,5.47,"2023-2024"
"2024-03-16","province","bc",3.66,8.05,11.63,"2023-2024"
"2024-03-16","nation","ca",3.18,9.78,6.13,"2023-2024"
"2023-09-23","region","prairies",0.37,0.64,14.23,"2023-2024"
"2024-04-27","nation","ca",1.47,5.86,5.53,"2023-2024"
"2024-03-09","region","territories",33.91,12.12,6.25,"2023-2024"
"2024-03-09","region","prairies",3.59,7.92,7.71,"2023-2024"
"2024-03-09","region","atlantic",6.52,13.38,7.42,"2023-2024"
"2023-09-23","region","territories",0,0,10.34,"2023-2024"
"2024-04-27","province","bc",1.02,5.57,9.32,"2023-2024"
"2024-03-09","province","qc",4.09,14.11,3.46,"2023-2024"
"2024-03-09","province","on",0.89,8.98,4.67,"2023-2024"
"2023-10-21","region","territories",0,0,17.37,"2023-2024"
"2024-01-27","nation","ca",5.85,12.18,10.19,"2023-2024"
"2024-04-13","region","territories",7.69,14.53,5.93,"2023-2024"
"2024-06-08","nation","ca",0.42,1.13,9.72,"2023-2024"
"2023-09-02","province","qc",1.14,0.39,16.3,"2023-2024"
"2024-06-01","region","territories",2.65,1.06,4.13,"2023-2024"
"2023-12-16","province","qc",9.73,11.75,23.97,"2023-2024"
"2023-11-18","region","prairies",2.87,18.4,16.8,"2023-2024"
"2024-06-01","province","on",0.17,0.71,7.08,"2023-2024"
"2023-10-28","region","territories",0,0.88,17.5,"2023-2024"
"2023-11-18","region","atlantic",2.41,3.2,22.47,"2023-2024"
"2023-12-16","region","atlantic",8.46,12.82,18.6,"2023-2024"
"2023-11-11","region","prairies",2.14,13.13,16.98,"2023-2024"
"2023-12-02","region","territories",8.72,38.93,7.63,"2023-2024"
"2023-12-16","region","prairies",5.17,25.27,11.16,"2023-2024"
"2023-11-25","region","prairies",3.24,21.43,15.57,"2023-2024"
"2024-06-08","province","ab",0.33,2.37,12.07,"2023-2024"
"2024-05-18","region","territories",8.25,7.74,5.17,"2023-2024"
"2023-10-28","region","prairies",1.22,2.5,17.05,"2023-2024"
"2024-06-08","province","bc",0.11,1.93,14.82,"2023-2024"
"2023-12-16","region","territories",10.53,56.49,6.21,"2023-2024"
"2024-05-18","region","prairies",0.66,3.39,7.9,"2023-2024"
"2023-12-02","region","prairies",3.57,24.91,12.58,"2023-2024"
"2024-06-08","province","mb",0.12,0.84,8.9,"2023-2024"
"2024-06-08","province","nb",0.17,0.85,5.12,"2023-2024"
"2023-12-23","nation","ca",7.29,17.23,16.81,"2023-2024"
"2023-12-09","province","qc",11.11,7.26,22.78,"2023-2024"
"2024-06-08","province","nl",0.52,0.69,14.2,"2023-2024"
"2023-11-04","region","prairies",1.79,6.97,18.12,"2023-2024"
"2023-10-28","region","atlantic",1.78,0.96,17.74,"2023-2024"
"2023-11-04","region","atlantic",2.15,1.3,17.91,"2023-2024"
"2023-12-16","province","on",5.99,8.88,18.69,"2023-2024"
"2024-05-18","region","atlantic",1.38,3.19,8.52,"2023-2024"
"2023-11-04","province","bc",2.36,2.69,15.98,"2023-2024"
"2024-06-01","region","atlantic",1.05,1.14,7.37,"2023-2024"
"2023-11-25","province","on",8.66,2.71,22.17,"2023-2024"
"2023-11-04","province","on",5.8,0.57,17.09,"2023-2024"
"2023-12-09","province","on",7.4,7.29,18.67,"2023-2024"
"2023-12-09","region","atlantic",7.69,9.77,20.17,"2023-2024"
"2023-11-25","province","bc",5.28,6.52,11.96,"2023-2024"
"2023-12-09","region","prairies",4.53,27.5,12.41,"2023-2024"
"2023-11-04","province","qc",6.88,0.7,18.42,"2023-2024"
"2023-11-11","province","qc",7.97,0.91,19.9,"2023-2024"
"2023-11-11","province","on",7.62,1.29,18.24,"2023-2024"
"2024-05-25","province","qc",1.97,2.24,6.25,"2023-2024"
"2024-05-25","province","bc",0.24,2.48,10.89,"2023-2024"
"2023-11-25","province","qc",11.82,2.1,21.52,"2023-2024"
"2023-12-09","region","territories",6.9,49.81,6.98,"2023-2024"
"2023-11-25","region","atlantic",4.7,4.64,22.35,"2023-2024"
"2023-12-09","province","bc",9.35,13.23,10.3,"2023-2024"
"2023-11-25","nation","ca",6.81,8.93,19.31,"2023-2024"
"2024-06-01","province","qc",1.35,1.33,8.18,"2023-2024"
"2024-05-25","nation","ca",0.82,1.96,7.88,"2023-2024"
"2023-12-16","nation","ca",7.26,15.68,17.78,"2023-2024"
"2023-11-18","region","territories",7.44,2.48,5.12,"2023-2024"
"2023-09-02","province","bc",0.32,2.46,18.03,"2023-2024"
"2023-12-16","province","bc",9.5,14.39,10.25,"2023-2024"
"2023-11-11","region","atlantic",2.77,2.17,20.12,"2023-2024"
"2024-05-25","region","atlantic",0.84,1.8,7.73,"2023-2024"
"2023-11-04","nation","ca",4.07,2.73,17.74,"2023-2024"
"2024-06-01","region","prairies",0.35,2.04,9.51,"2023-2024"
"2023-12-09","nation","ca",7.38,15.03,17.53,"2023-2024"
"2024-06-08","province","ns",0.12,1.15,11.46,"2023-2024"
"2024-05-25","province","on",0.11,0.75,7.97,"2023-2024"
"2024-06-08","province","on",0.22,0.56,6.96,"2023-2024"
"2024-05-25","region","territories",3.26,6.52,3.65,"2023-2024"
"2023-12-23","region","territories",6.14,40.36,9.86,"2023-2024"
"2024-06-08","region","territories",0,3.41,8.56,"2023-2024"
"2023-12-23","province","bc",9.36,16.93,10.55,"2023-2024"
"2023-12-02","province","qc",11.46,3.93,22.18,"2023-2024"
"2023-12-30","nation","ca",7.41,18.7,15.35,"2023-2024"
"2024-06-08","territory","nt",0,0,0,"2023-2024"
"2024-06-08","territory","nu",0,3.6,7.06,"2023-2024"
"2024-05-18","province","bc",0.5,3.17,12.17,"2023-2024"
"2023-11-04","region","territories",2.78,2.08,15.98,"2023-2024"
"2023-09-02","nation","ca",0.58,0.75,14.4,"2023-2024"
"2023-09-02","region","atlantic",0,0,16.92,"2023-2024"
"2023-10-28","province","bc",1.74,1.55,14.87,"2023-2024"
"2023-12-30","province","bc",9.49,19.13,8.64,"2023-2024"
"2023-11-18","province","qc",10.14,1.45,20.21,"2023-2024"
"2023-12-02","nation","ca",6.99,11.88,18.03,"2023-2024"
"2023-12-30","province","on",4.62,15.65,17.68,"2023-2024"
"2023-11-11","region","territories",6.4,4,10.81,"2023-2024"
"2023-10-28","nation","ca",3.25,1.26,17.89,"2023-2024"
"2023-12-02","province","on",8.49,4.62,20.06,"2023-2024"
"2023-12-30","province","qc",7.53,19.44,19.65,"2023-2024"
"2024-06-01","nation","ca",0.65,2.03,8.5,"2023-2024"
"2023-12-30","region","atlantic",8.57,21.35,14.67,"2023-2024"
"2023-11-18","province","on",7.91,2.83,20.36,"2023-2024"
"2023-12-02","province","bc",6.66,11,10.31,"2023-2024"
"2023-11-18","province","bc",4.27,3.71,12.14,"2023-2024"
"2023-11-11","nation","ca",5.12,5.07,18.17,"2023-2024"
"2023-12-30","region","prairies",8.48,18.87,9.95,"2023-2024"
"2024-05-25","region","prairies",0.54,2.35,8.32,"2023-2024"
"2024-06-01","province","bc",0.31,6.3,11.15,"2023-2024"
"2024-06-08","region","prairies",0.37,1.8,10.58,"2023-2024"
"2024-05-18","province","on",0.27,1.16,8.81,"2023-2024"
"2023-10-28","province","qc",6.24,0.75,18.29,"2023-2024"
"2024-05-18","province","qc",1.79,3.93,6.16,"2023-2024"
"2024-06-08","province","qc",0.93,0.9,8.68,"2023-2024"
"2023-11-25","region","territories",11.36,15.15,6.35,"2023-2024"
"2023-12-23","province","qc",9.14,15.5,22.12,"2023-2024"
"2024-06-08","province","sk",0.7,2.06,7.6,"2023-2024"
"2024-06-08","province","pe",0,0,13.46,"2023-2024"
"2023-09-02","province","on",0.81,0.48,12.39,"2023-2024"
"2024-06-08","region","atlantic",0.25,0.92,10.37,"2023-2024"
"2023-12-23","region","atlantic",9.45,19.39,15.81,"2023-2024"
"2023-12-02","region","atlantic",5.88,5,21.98,"2023-2024"
"2023-12-23","province","on",4.64,11.9,18.73,"2023-2024"
"2023-11-11","province","bc",3.58,4.1,14.41,"2023-2024"
"2023-10-28","province","on",4.21,0.56,19.35,"2023-2024"
"2023-12-23","region","prairies",6.47,22.58,9.91,"2023-2024"
"2024-06-01","province","pe",0,0,6.19,"2023-2024"
"2024-06-01","province","ns",0.51,0.46,7.05,"2023-2024"
"2024-06-01","province","nl",2.58,1.77,12.14,"2023-2024"
"2024-06-01","territory","yk",0,4.17,2.38,"2023-2024"
"2024-06-01","territory","nu",1.39,0.69,4.52,"2023-2024"
"2024-06-01","province","ab",0.2,2.2,10.35,"2023-2024"
"2024-06-01","territory","nt",0,0,4.76,"2023-2024"
"2024-06-01","province","mb",0.13,1.78,8.48,"2023-2024"
"2024-06-01","province","nb",0.5,1.5,3.81,"2023-2024"
"2024-06-01","province","sk",1.17,1.51,7.2,"2023-2024"
"2024-05-25","province","sk",1.37,2.31,5.81,"2023-2024"
"2024-05-25","territory","yk",0,14.81,0,"2023-2024"
"2024-05-25","territory","nt",5.88,0,11.76,"2023-2024"
"2024-05-25","territory","nu",3.57,4.29,3.59,"2023-2024"
"2024-05-25","province","nb",0.54,2.29,4.37,"2023-2024"
"2024-05-25","province","mb",0.36,1.19,4.93,"2023-2024"
"2024-05-25","province","nl",1.63,0.59,9.52,"2023-2024"
"2024-05-25","province","ns",0.56,2.39,8.25,"2023-2024"
"2024-05-25","province","ab",0.43,2.85,9.9,"2023-2024"
"2024-05-25","province","pe",0,0,10.74,"2023-2024"
"2024-05-18","province","nl",3.25,1.56,11.07,"2023-2024"
"2024-05-18","province","ns",0.56,4.09,10.18,"2023-2024"
"2024-05-18","province","nb",0.63,3.81,3.91,"2023-2024"
"2024-05-18","territory","nu",10,5,5.42,"2023-2024"
"2024-05-18","territory","nt",4.55,18.18,0,"2023-2024"
"2024-05-18","territory","yk",3.12,12.5,6.82,"2023-2024"
"2024-05-18","province","sk",1.42,4.1,6.48,"2023-2024"
"2024-05-18","province","ab",0.51,3.43,7.87,"2023-2024"
"2024-05-18","province","mb",0.47,2.69,9.23,"2023-2024"
"2024-05-18","province","pe",0,1.2,4.6,"2023-2024"
"2024-05-11","province","mb",0.12,2.13,9.94,"2023-2024"
"2024-05-11","province","nb",0.39,4.14,3.51,"2023-2024"
"2024-05-11","territory","nu",5.99,4.19,15.17,"2023-2024"
"2024-05-11","territory","nt",0,10,0,"2023-2024"
"2024-05-11","province","nl",2.67,2.86,12.01,"2023-2024"
"2024-05-11","province","ns",0.64,5.72,8.36,"2023-2024"
"2024-05-11","province","ab",0.72,4.96,6.84,"2023-2024"
"2024-05-11","territory","yk",0,13.89,2.22,"2023-2024"
"2024-05-11","province","sk",1.56,5.56,4.18,"2023-2024"
"2024-05-11","province","pe",0.79,0.79,5.63,"2023-2024"
"2024-05-04","territory","nt",5.56,11.11,0,"2023-2024"
"2024-05-04","province","ns",1.28,6.01,6.4,"2023-2024"
"2024-05-04","province","nl",2.77,3.33,9.49,"2023-2024"
"2024-05-04","territory","nu",4.58,1.31,14.44,"2023-2024"
"2024-05-04","province","sk",1.61,7.26,5.35,"2023-2024"
"2024-05-04","territory","yk",0,9.09,17.65,"2023-2024"
"2024-05-04","province","mb",0.99,7.12,6.45,"2023-2024"
"2024-05-04","province","nb",0.59,4.25,2.84,"2023-2024"
"2024-05-04","province","pe",0.68,3.42,4.17,"2023-2024"
"2024-05-04","province","ab",0.6,5.62,6.88,"2023-2024"
"2024-04-27","province","sk",2.35,6.95,4.59,"2023-2024"
"2024-04-27","province","pe",0.73,0.73,2.7,"2023-2024"
"2024-04-27","territory","nt",0,8,8,"2023-2024"
"2024-04-27","territory","nu",NA,NA,NA,"2023-2024"
"2024-04-27","territory","yk",4.55,4.55,3.45,"2023-2024"
"2024-04-27","province","ab",1.1,6.41,5.28,"2023-2024"
"2024-04-27","province","mb",0.99,9.37,5.45,"2023-2024"
"2024-04-27","province","nl",2.72,2.14,14.1,"2023-2024"
"2024-04-27","province","ns",0.73,7.52,7.27,"2023-2024"
"2024-04-27","province","nb",0.69,5.15,4.02,"2023-2024"
"2024-04-20","territory","nt",0,14.29,0,"2023-2024"
"2024-04-20","province","sk",4.04,8.06,3.71,"2023-2024"
"2024-04-20","territory","nu",12.5,5.15,7.93,"2023-2024"
"2024-04-20","territory","yk",0,11.11,0,"2023-2024"
"2024-04-20","province","mb",1.15,7.25,7.46,"2023-2024"
"2024-04-20","province","nb",1.16,6.63,3.98,"2023-2024"
"2024-04-20","province","nl",3.66,3.2,12.03,"2023-2024"
"2024-04-20","province","ab",1.16,6.31,5.03,"2023-2024"
"2024-04-20","province","pe",1.02,6.12,4.63,"2023-2024"
"2024-04-20","province","ns",1.52,8.83,6.04,"2023-2024"
"2024-04-13","province","ns",1.66,8.61,5.94,"2023-2024"
"2024-04-13","territory","nt",3.45,13.79,3.45,"2023-2024"
"2024-04-13","province","pe",3.52,9.15,3.47,"2023-2024"
"2024-04-13","province","nl",3,4.07,12.98,"2023-2024"
"2024-04-13","province","nb",1.86,8.11,3.65,"2023-2024"
"2024-04-13","province","mb",1.63,9.15,8.12,"2023-2024"
"2024-04-13","territory","yk",0,29.63,2.63,"2023-2024"
"2024-04-13","province","sk",3.7,12.79,4.7,"2023-2024"
"2024-04-13","territory","nu",7.3,7.87,6.9,"2023-2024"
"2024-04-13","province","ab",1.57,7.4,4.73,"2023-2024"
"2024-04-06","territory","yk",0,5.56,0,"2023-2024"
"2024-04-06","territory","nu",8.67,19.33,6.63,"2023-2024"
"2024-04-06","territory","nt",11.43,11.43,2.86,"2023-2024"
"2024-04-06","province","ab",1.66,8.94,3.75,"2023-2024"
"2024-04-06","province","mb",1.41,8.19,6.49,"2023-2024"
"2024-04-06","province","nb",2.7,10.97,4.31,"2023-2024"
"2024-04-06","province","sk",3.59,17.91,4.77,"2023-2024"
"2024-04-06","province","pe",2.9,12.32,3.25,"2023-2024"
"2024-04-06","province","ns",1.8,9.77,6.49,"2023-2024"
"2024-04-06","province","nl",5.05,5.05,8.62,"2023-2024"
"2024-03-30","territory","yk",0,0,0,"2023-2024"
"2024-03-30","province","ab",1.72,10.45,4.73,"2023-2024"
"2024-03-30","province","mb",2.2,8.15,6.64,"2023-2024"
"2024-03-30","province","nb",3.39,12,4.5,"2023-2024"
"2024-03-30","province","nl",6.23,5.99,11.07,"2023-2024"
"2024-03-30","province","ns",1.79,9.71,6.66,"2023-2024"
"2024-03-30","territory","nt",0,4.35,12,"2023-2024"
"2024-03-30","territory","nu",12.57,27.32,7.87,"2023-2024"
"2024-03-30","province","pe",1.99,24.38,7.01,"2023-2024"
"2024-03-30","province","sk",3.75,18.47,4.8,"2023-2024"
"2024-03-23","territory","yk",0,7.41,6.06,"2023-2024"
"2024-03-23","territory","nu",7.81,26.04,5.17,"2023-2024"
"2024-03-23","territory","nt",2.44,4.88,5,"2023-2024"
"2024-03-23","province","nb",3.45,12.2,5.48,"2023-2024"
"2024-03-23","province","mb",2.76,9.94,8.91,"2023-2024"
"2024-03-23","province","ab",2.45,9.02,5.79,"2023-2024"
"2024-03-23","province","sk",5.28,17.71,4.98,"2023-2024"
"2024-03-23","province","nl",7.36,6.89,9.37,"2023-2024"
"2024-03-23","province","pe",3.05,15.93,9.87,"2023-2024"
"2024-03-23","province","ns",2.28,9.84,8.54,"2023-2024"
"2024-03-16","province","nb",6.32,9.32,3.83,"2023-2024"
"2024-03-16","province","pe",7.55,19.62,7.64,"2023-2024"
"2024-03-16","province","sk",5.7,14.24,5.96,"2023-2024"
"2024-03-16","province","ns",2.09,12.63,9.72,"2023-2024"
"2024-03-16","territory","nt",27.27,9.09,3.03,"2023-2024"
"2024-03-16","province","ab",3.39,8.23,6.29,"2023-2024"
"2024-03-16","province","mb",2.06,4.3,12.07,"2023-2024"
"2024-03-16","province","nl",7.96,5.75,6.55,"2023-2024"
"2024-03-16","territory","nu",19.62,10.13,8.88,"2023-2024"
"2024-03-16","territory","yk",2.7,5.41,4.35,"2023-2024"
"2024-03-09","province","pe",10.61,18.18,4.48,"2023-2024"
"2024-03-09","province","ns",4.51,13.91,10.11,"2023-2024"
"2024-03-09","province","nl",6.15,7.38,6.35,"2023-2024"
"2024-03-09","province","nb",7.47,13.72,5.85,"2023-2024"
"2024-03-09","territory","yk",4.17,16,7.89,"2023-2024"
"2024-03-09","territory","nu",NA,NA,NA,"2023-2024"
"2024-03-09","territory","nt",31.82,19.7,4.55,"2023-2024"
"2024-03-09","province","mb",3.9,4.19,12.46,"2023-2024"
"2024-03-09","province","ab",3.18,7.31,6.67,"2023-2024"
"2024-03-09","province","sk",5.31,11.36,6.77,"2023-2024"
"2024-03-02","province","pe",13.08,14.02,3.18,"2023-2024"
"2024-03-02","province","sk",6.79,10.28,8.11,"2023-2024"
"2024-03-02","province","ns",4.1,12.12,7.61,"2023-2024"
"2024-03-02","province","nl",6.43,7.86,7.55,"2023-2024"
"2024-03-02","province","ab",3.58,7.15,7.67,"2023-2024"
"2024-03-02","province","mb",4.75,3.72,11.29,"2023-2024"
"2024-03-02","province","nb",7.03,11.2,6.91,"2023-2024"
"2024-03-02","territory","nt",25.58,27.91,6.82,"2023-2024"
"2024-03-02","territory","nu",21.43,9.52,7.56,"2023-2024"
"2024-03-02","territory","yk",2.56,12.82,3.7,"2023-2024"
"2024-02-24","province","nl",8.52,11.64,5.82,"2023-2024"
"2024-02-24","province","nb",8.49,8.06,7.71,"2023-2024"
"2024-02-24","province","mb",6.13,3.5,11.64,"2023-2024"
"2024-02-24","province","ns",3.56,12.03,9.54,"2023-2024"
"2024-02-24","territory","yk",0,6.45,14.08,"2023-2024"
"2024-02-24","province","pe",13.53,10.59,10.5,"2023-2024"
"2024-02-24","province","sk",9.05,7.63,9.27,"2023-2024"
"2024-02-24","province","ab",5.87,6.64,8.37,"2023-2024"
"2024-02-24","territory","nt",50,15.52,3.39,"2023-2024"
"2024-02-24","territory","nu",18.18,5.05,11.11,"2023-2024"
"2024-02-17","province","nl",9.66,14.5,9.21,"2023-2024"
"2024-02-17","province","nb",9.32,8.34,8.19,"2023-2024"
"2024-02-17","province","mb",8.71,2.65,10.87,"2023-2024"
"2024-02-17","province","ns",3.63,13.38,9.87,"2023-2024"
"2024-02-17","province","ab",4.4,5.36,9.11,"2023-2024"
"2024-02-17","territory","nt",50,19.44,0,"2023-2024"
"2024-02-17","territory","nu",20,6.67,6.42,"2023-2024"
"2024-02-17","territory","yk",2.94,0,11.54,"2023-2024"
"2024-02-17","province","pe",17.22,12.22,6.22,"2023-2024"
"2024-02-17","province","sk",8.06,6.39,8.49,"2023-2024"
"2024-02-10","province","ab",5.86,5.12,9.97,"2023-2024"
"2024-02-10","province","mb",9.13,2.75,10.72,"2023-2024"
"2024-02-10","province","nb",12.52,10.04,8.6,"2023-2024"
"2024-02-10","province","nl",12.24,18.37,9.11,"2023-2024"
"2024-02-10","province","ns",3.67,17.42,9.72,"2023-2024"
"2024-02-10","province","pe",19.69,9.84,2.5,"2023-2024"
"2024-02-10","province","sk",6.81,6.16,10.27,"2023-2024"
"2024-02-10","territory","nt",29.03,0,9.68,"2023-2024"
"2024-02-10","territory","nu",22.11,4.21,5.83,"2023-2024"
"2024-02-10","territory","yk",0,0,8.89,"2023-2024"
"2024-02-03","territory","yk",2.38,6.82,13.33,"2023-2024"
"2024-02-03","territory","nu",18.52,3.7,1.32,"2023-2024"
"2024-02-03","territory","nt",33.33,2.78,2.78,"2023-2024"
"2024-02-03","province","pe",14.34,19.26,4.69,"2023-2024"
"2024-02-03","province","sk",9.59,7.73,8.1,"2023-2024"
"2024-02-03","province","ab",6.74,4.64,10.58,"2023-2024"
"2024-02-03","province","ns",6.28,20.12,9.27,"2023-2024"
"2024-02-03","province","mb",11.2,3.39,8.51,"2023-2024"
"2024-02-03","province","nb",11.36,9.68,8.74,"2023-2024"
"2024-02-03","province","nl",9.79,21.19,9.02,"2023-2024"
"2024-01-27","territory","yk",6.12,6.12,1.69,"2023-2024"
"2024-01-27","territory","nu",29.07,0,5.26,"2023-2024"
"2024-01-27","territory","nt",34.09,2.27,4.55,"2023-2024"
"2024-01-27","province","sk",6.49,8,8.94,"2023-2024"
"2024-01-27","province","pe",13.71,24.19,5.04,"2023-2024"
"2024-01-27","province","ab",6.14,4.3,9.29,"2023-2024"
"2024-01-27","province","mb",7.21,4.73,7.72,"2023-2024"
"2024-01-27","province","nb",11.85,8.09,9.2,"2023-2024"
"2024-01-27","province","nl",10.43,16.84,6.61,"2023-2024"
"2024-01-27","province","ns",6.74,20.53,11.96,"2023-2024"
"2024-01-20","province","pe",12.28,21.49,5.71,"2023-2024"
"2024-01-20","territory","nt",10.53,2.63,2.63,"2023-2024"
"2024-01-20","territory","nu",22.67,5.33,3.53,"2023-2024"
"2024-01-20","territory","yk",3.7,7.41,6.82,"2023-2024"
"2024-01-20","province","sk",8.29,6.46,11.54,"2023-2024"
"2024-01-20","province","ns",8.7,17.91,12.96,"2023-2024"
"2024-01-20","province","nb",9.92,9.62,8.71,"2023-2024"
"2024-01-20","province","ab",7.96,5.46,10.21,"2023-2024"
"2024-01-20","province","mb",8.15,7.82,7.82,"2023-2024"
"2024-01-20","province","nl",11.03,17.83,10.56,"2023-2024"
"2024-01-13","province","mb",7.48,9.92,7.87,"2023-2024"
"2024-01-13","province","nb",8.14,16.56,9,"2023-2024"
"2024-01-13","province","ab",7.83,6.74,10.66,"2023-2024"
"2024-01-13","province","ns",9.21,13.72,13.95,"2023-2024"
"2024-01-13","province","nl",11.7,14.23,14.99,"2023-2024"
"2024-01-13","province","sk",7.2,6.17,9.86,"2023-2024"
"2024-01-13","territory","nt",NA,NA,NA,"2023-2024"
"2024-01-13","territory","nu",25.83,16.67,3.94,"2023-2024"
"2024-01-13","territory","yk",2.56,17.5,9.8,"2023-2024"
"2024-01-13","province","pe",7.14,30.61,5.15,"2023-2024"
"2024-01-06","province","ab",7.91,12.26,10.9,"2023-2024"
"2024-01-06","province","mb",7.49,14.08,9.98,"2023-2024"
"2024-01-06","province","nb",7.67,22.2,9.98,"2023-2024"
"2024-01-06","province","nl",9.79,14.22,14.27,"2023-2024"
"2024-01-06","territory","nt",NA,NA,NA,"2023-2024"
"2024-01-06","territory","nu",13.45,28.57,1.97,"2023-2024"
"2024-01-06","territory","yk",11.54,19.23,23.44,"2023-2024"
